CustomerNr;NavCustomerNo;CompanyName;CustomerStatus;PriorityCustomer;TailsOnPPS;TailsFlightWatchTerrestrial;TailsFlightWatchSatellite;TailsNotamMonitoring;CustomerSince;PriceEscalation;Terminationdate;ChurnValue;ChurnReportedDate;ChurnReason;BlockedDate;BlockedReason;Country;Balance;FleetSize;Last12Months;YearToDate;LastYearToDate;LastFinancialYear;NavCustomerName;NavCountry;NavBlocked;Turnover2017;Turnover2018;Turnover2019;Turnover2020;Turnover2021;Turnover2022;Turnover2023;Turnover2024;Turnover2025;Turnover2026;Dev1718;Dev1819;Dev1920;Dev2021;Dev2122;Dev2223;Dev2324;Dev2425;Dev2526
COM12680;COM12680;AVIATION ONE PTE LTD;Customer;2;0,00;0,00;0,00;0;2014-08-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Singapore - SG - Asia;-7,473.00;2;110,868.00;67,253.00;56,691.00;100,306.00;AONE TRIP SUPPORT PTE LTD;SG;0;68794,42;87578,30;61475,22;44747,87;48940,49;90764,72;78992,43;92950,54;100305,60;76070,49;27;-30;-27;9;85;-13;18;8;-24
COM12691;COM12691;Avedeq Ltd.;PotCust;NULL;0,00;0,00;0,00;0;2011-06-01;0,00;NULL;0,00;NULL;NULL;2022-11-03;Out of business;United Kingdom of Great Britain and Northern Ireland - GB - Europe;0.00;0;0.00;0.00;0.00;0.00;Continental Management Limited;GB;3;21629,21;23464,07;21688,41;22759,61;22686,30;19355,11;0,00;0,00;0,00;0,00;8;-8;5;0;-15;-100;NULL;NULL;NULL
COM12698;COM12698;SOS INTERNATIONAL;PotCust;NULL;0,00;0,00;0,00;0;2014-11-01;0,00;NULL;0,00;NULL;NULL;2022-06-01;No need for PPS any longer;Denmark - DK - Europe;0.00;1;0.00;0.00;0.00;0.00;SOS INTERNATIONAL;DK;3;33972,00;38609,92;35834,68;37653,99;37570,55;16145,19;0,00;0,00;0,00;0,00;14;-7;5;0;-57;-100;NULL;NULL;NULL
COM12740;COM12740;Excellent Air GmbH, Air Allgaeu;Customer;2;12,00;0,00;0,00;0;2015-02-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Germany - DE - Europe;0.00;13;211,918.00;126,456.00;136,321.00;221,783.00;Excellent Air GmbH;DE;0;132163,00;127932,93;116535,88;115153,76;151968,09;174803,26;197101,72;208373,95;237450,80;125462,15;-3;-9;-1;32;15;13;6;14;-47
COM12785;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Airstream j.s.c;CZ;3;0,00;37575,68;29934,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;-20;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM12839;COM12839;Air-Taxi Europe Gmbh;Quarantine;3;4,00;0,00;0,00;0;2015-05-01;8,00;2025-12-18;67.682,00;2025-12-31;see history;2025-12-16;No communication, no payment;Germany - DE - Europe;0.00;4;22,699.00;0.00;39,692.00;62,391.00;Air-Taxi Europe Gmbh;DE;3;60792,00;69992,87;72921,44;77476,17;71426,30;73926,44;70191,64;69797,34;62390,98;0,00;15;4;6;-8;4;-5;-1;-11;-100
COM12879;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ROUTE AVIATION FZE;AE;3;96015,60;126848,90;56778,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32;-55;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM12897;COM12897;AEROTRANSCARGO FZE (24 hrs OPS - Aerotranscargo Moldova / Air Igor);Customer;1;3,00;0,00;0,00;3;2015-08-01;0,00;NULL;0,00;NULL;NULL;NULL;NULL;United Arab Emirates - AE - Asia;12,111.00;3;165,156.00;91,387.00;78,769.00;152,538.00;AEROTRANSCARGO FZE;AE;0;90807,68;164624,95;102591,37;141674,35;254021,55;269782,64;246064,77;241757,69;157575,97;103497,72;81;-38;38;79;6;-9;-2;-35;-34
COM12902;COM12902;Smart Cargo S.A.;Customer;3;0,00;0,00;0,00;0;2015-09-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Luxembourg - LU - Europe;1,877.00;0;21,815.00;13,134.00;12,143.00;20,823.00;Smart Cargo S.A.;LU;0;16986,00;18409,02;18437,43;17889,46;17848,24;18836,60;18944,90;19823,83;20823,23;13134,01;8;0;-3;0;6;1;5;5;-37
COM12904;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Cham Wings Airlines;SY;3;68733,70;59436,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-14;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM12922;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Flairjet Ltd.;GB;3;25394,58;35715,01;6444,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41;-82;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM12957;COM12957;SILVER CLOUD AIR GmbH;Customer;3;5,00;0,00;0,00;0;2001-04-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Germany - DE - Europe;10,573.00;5;118,268.00;70,828.00;61,682.00;109,123.00;SILVER CLOUD AIR GmbH;DE;0;92398,18;89258,56;70772,47;81338,83;99832,09;129949,76;108225,00;120024,77;109122,51;70827,54;-3;-21;15;23;30;-17;11;-9;-35
COM12964;COM12964;Global Service Solution FZCO;Customer;NULL;0,00;0,00;0,00;0;2016-11-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;United Arab Emirates - AE - Asia;0.00;0;110,356.00;59,465.00;62,396.00;113,287.00;Global Service Solution FZCO;AE;0;159675,85;181452,85;139523,73;64868,32;125700,17;58374,38;62190,61;102732,58;113287,01;59464,59;14;-23;-54;94;-54;7;65;10;-48
COM13003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Debah Aviation Services;SA;3;45874,08;44198,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13008;COM13008;Simplifly Aviation Solutions LLC;PotCust;NULL;0,00;0,00;0,00;0;2017-06-01;0,00;NULL;0,00;NULL;NULL;2021-03-19;Missing payment, several notifications send, still no payment. Account can only be opened by proof of payment;United States of America - US - Americas;0.00;1;0.00;0.00;0.00;0.00;Simplifly Aviation Solutions LLC;US;3;31777,52;46779,21;54743,77;46105,20;7235,11;0,00;0,00;0,00;0,00;0,00;47;17;-16;-84;-100;NULL;NULL;NULL;NULL
COM13048;COM13048;JET TEAM Ltd;Customer;3;0,00;0,00;0,00;0;2016-08-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;United Kingdom of Great Britain and Northern Ireland - GB - Europe;0.00;0;50,259.00;25,611.00;23,682.00;48,329.00;JET TEAM Ltd;GB;0;39586,32;51010,60;44961,89;53422,74;101099,27;109162,65;114778,68;75882,15;60828,42;25611,17;29;-12;19;89;8;5;-34;-20;-58
COM13056;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;“ Aviator+ ” LLC;GE;3;10728,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13085;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Trtoagency Ltd;MT;3;31498,97;61460,48;1842,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95;-97;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM13122;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;AERONET LTD;AE;3;65783,50;84378,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13127;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ERNEST S.P.A.;IT;3;46501,41;74598,91;101519,28;23728,28;0,00;0,00;0,00;0,00;0,00;0,00;60;36;-77;-100;NULL;NULL;NULL;NULL;NULL
COM13145;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ACEJETS AB;SE;3;5647,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13152;COM13152;sprouts GmbH;Customer;2;0,00;0,00;0,00;0;2017-08-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Germany - DE - Europe;36,757.00;0;466,992.00;255,418.00;239,330.00;450,904.00;sprouts GmbH;DE;0;19867,29;100450,73;200046,82;186375,97;252085,28;336679,11;449177,72;418815,57;450904,30;255417,69;406;99;-7;35;34;33;-7;8;-43
COM13157;COM13157;FLYADEAL;Customer;NULL;47,00;0,00;0,00;0;2017-08-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Saudi Arabia - SA - Asia;0.00;40;1,803,367.00;1,116,738.00;966,168.00;1,652,797.00;FLYADEAL;SA;0;70862,40;276856,35;439148,05;436987,11;519557,10;970990,87;1172827,21;1432846,09;1652797,16;1116738,15;291;59;0;19;87;21;22;15;-32
COM13203;COM13203;Jetbee Czech s.r.o.;Customer;3;5,00;5,00;0,00;0;2017-09-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Czechia - CZ - Europe;13,158.00;4;125,604.00;79,307.00;64,815.00;111,112.00;Jetbee Czech s.r.o.;CZ;0;21125,22;82085,29;72171,05;52054,09;74141,69;73996,39;80536,79;106369,04;111111,74;79307,04;289;-12;-28;42;0;9;32;4;-29
COM13245;COM13245;Longtail Aviation International Ltd.;PotCust;NULL;0,00;1,00;1,00;0;2024-11-22;8,00;2026-08-05;29,11;2026-08-30;previously churned 31/01/2024 due to missing payment.  value (47.833).    New contract breach, FPL via Flightworx.;NULL;NULL;Bermuda - BM - Americas;6,553.00;1;29,114.00;21,419.00;4,111.00;11,806.00;Longtail Aviation International Ltd.;BM;0;0,00;0,00;0,00;0,00;8389,27;194405,17;47433,42;0,00;16444,53;21418,79;NULL;NULL;NULL;NULL;2217;-76;-100;NULL;30
COM13276;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Ravn Air Group;US;3;0,00;0,00;322647,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;NULL;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM13310;COM13310;JSC UVT AERO;Quarantine;NULL;0,00;0,00;0,00;0;2019-03-01;0,00;NULL;0,00;NULL;NULL;2022-03-09;Discontinue of service - Russia;Russian Federation - RU - Europe;0.00;0;0.00;0.00;0.00;0.00;JSC UVT AERO;RU;3;0,00;0,00;108091,94;137468,82;143113,40;26832,79;0,00;0,00;0,00;0,00;NULL;NULL;27;4;-81;-100;NULL;NULL;NULL
COM13321;COM13321;LAM MOZAMBIQUE;Quarantine;2;1,00;8,00;0,00;0;2019-06-01;8,00;NULL;0,00;NULL;NULL;2026-06-02;Lack of payment;Mozambique - MZ - Africa;27,894.00;8;45,737.00;28,389.00;60,517.00;77,866.00;LAM MOZAMBIQUE;MZ;0;0,00;0,00;24185,13;36674,40;44121,69;63215,81;89010,23;125274,68;77865,60;32229,25;NULL;NULL;52;20;43;41;41;-38;-59
COM13323;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Aero One Aviation FZE;AE;3;0,00;15791,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Attibco FZC;AE;3;0,00;9834,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13345;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ANDA AIR LLC;UA;3;0,00;30197,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;-100;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13351;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;DREAM WIND AIRLINES LLC;UA;3;0,00;21642,01;48203,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NULL;123;-100;NULL;NULL;NULL;NULL;NULL;NULL
COM13382;COM13382;STAR AVIATION SPA;Customer;2;10,00;0,00;0,00;0;2018-10-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Algeria - DZ - Africa;120,750.00;12;149,221.00;78,305.00;76,580.00;147,495.00;STAR AVIATION SPA;DZ;0;0,00;30311,46;117535,49;123252,98;152962,26;158188,16;180121,47;175527,76;193789,78;78305,48;NULL;288;5;24;3;14;-3;10;-60
COM13398;COM13398;Emirates Flight Training Academy;Customer;NULL;32,00;0,00;0,00;0;2020-01-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;United Arab Emirates - AE - Asia;18,401.00;31;207,804.00;127,612.00;112,328.00;192,520.00;Emirates Flight Training Academy;AE;0;0,00;0,00;0,00;107798,63;91301,27;95477,47;198712,47;161436,55;192520,13;196846,60;NULL;NULL;NULL;-15;5;108;-19;19;2
COM13404;COM13404;AEREO CALAFIA;Quarantine;NULL;0,00;0,00;0,00;0;2019-03-29;0,00;2025-01-21;39.417,00;2025-01-30;NO Comm, No payment;2025-01-21;No payment, no communication;Mexico - MX - Americas;0.00;1;0.00;0.00;0.00;0.00;AEREO CALAFIA;MX;3;0,00;0,00;86524,36;66422,44;34081,50;27746,05;21543,15;36712,64;0,00;0,00;NULL;NULL;-23;-49;-19;-22;70;-100;NULL
COM13426;COM13426;Great Dane Airlines A/S;NonCust;NULL;0,00;0,00;0,00;0;2019-02-01;0,00;NULL;0,00;NULL;NULL;2024-02-13;MB: 02-11-2021, bankrupt, account open until further notice, to assist them in this difficult time.;Denmark - DK - Europe;0.00;0;0.00;0.00;0.00;0.00;Great Dane Airlines A/S;DK;3;0,00;0,00;27954,60;52497,72;49326,67;0,00;0,00;0,00;0,00;0,00;NULL;NULL;88;-6;-100;NULL;NULL;NULL;NULL
COM13438;COM13438;Aviagreene Solutions Ltd;Customer;3;0,00;0,00;0,00;0;2024-04-30;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Nigeria - NG - Africa;13,326.00;0;48,358.00;29,111.00;26,923.00;46,169.00;Aviagreene Solutions Ltd;NG;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30826,76;46169,37;29111,37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;50;-37
COM13505;COM13505;VSR Aviation;Customer via;NULL;0,00;0,00;0,00;0;2024-04-29;0,00;NULL;0,00;NULL;NULL;NULL;NULL;India - IN - Asia;0.00;0;0.00;0.00;0.00;0.00;VSR VENTURES PVT LTD;IN;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13519;COM13519;AIR BOURGOGNE;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;NULL;NULL;France - FR - Europe;0.00;0;0.00;0.00;0.00;0.00;AIR BOURGOGNE;FR;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13532;COM13532;LEGEND OF THE NILE;PotCust;NULL;0,00;0,00;0,00;0;2021-03-03;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Egypt - EG - Africa;0.00;2;0.00;0.00;0.00;0.00;LEGEND OF THE NILE;EG;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13539;COM13539;SKYX AIRWAYS;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;2020-10-30;Closed due to lack of payment and communication;Slovenia - SI - Europe;0.00;0;0.00;0.00;0.00;0.00;SKYX AIRWAYS;SI;3;0,00;0,00;12713,32;13603,88;0,00;0,00;0,00;0,00;0,00;0,00;NULL;NULL;7;-100;NULL;NULL;NULL;NULL;NULL
COM13561;COM13561;Snild ehf;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Iceland - IS - Europe;0.00;0;0.00;0.00;0.00;0.00;Snild ehf;IS;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13585;COM13585;UNIVERSAL TRIP SUPPORT PVT LTD;PotCust;NULL;0,00;0,00;0,00;0;2020-03-01;0,00;NULL;0,00;NULL;NULL;NULL;NULL;India - IN - Asia;0.00;0;0.00;0.00;0.00;0.00;UNIVERSAL TRIP SUPPORT PVT LTD;IN;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13591;COM13591;KiteAir;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Viet Nam - VN - Asia;0.00;0;0.00;0.00;0.00;0.00;Thien Minh Aviation JSC;VN;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13628;COM13628;UPLINK OPERATIONS;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;NULL;NULL;United Kingdom of Great Britain and Northern Ireland - GB - Europe;0.00;0;0.00;0.00;0.00;0.00;UPLINK OPERATIONS;GB;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13635;COM13635;WOW AIR;NonCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;2021-08-13;Old potCust;Iceland - IS - Europe;0.00;0;0.00;0.00;0.00;0.00;WOW AIR;IS;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13651;COM13651;BRAATHENS REGIONAL AIRWAYS;Customer;1;15,00;15,00;0,00;0;2010-02-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Sweden - SE - Europe;-4,857.00;17;807,969.00;437,075.00;609,290.00;980,183.00;BRAATHENS REGIONAL AIRWAYS;SE;0;0,00;0,00;0,00;39155,42;306008,69;412524,45;701247,50;962930,05;980182,74;437075,48;NULL;NULL;NULL;682;35;70;37;2;-55
COM13727;COM13727;Panellenic Airlines;Customer;3;3,00;3,00;0,00;0;2021-01-12;4,00;NULL;0,00;NULL;NULL;NULL;NULL;Greece - GR - Europe;5,619.00;3;66,304.00;39,317.00;37,559.00;64,545.00;Panellenic Airlines;GR;0;0,00;0,00;0,00;0,00;20172,21;26357,27;43925,66;60332,29;64545,21;39317,30;NULL;NULL;NULL;NULL;31;67;37;7;-39
COM13752;COM13752;Emerald Airlines;Customer;1;22,00;22,00;0,00;0;2022-03-01;4,00;NULL;0,00;NULL;NULL;NULL;NULL;Ireland - IE - Europe;0.00;21;725,217.00;436,910.00;363,920.00;652,226.00;Emerald Airlines Ireland Limited;IE;0;0,00;0,00;0,00;0,00;6313,33;277097,41;483392,77;527522,22;652226,47;436910,50;NULL;NULL;NULL;NULL;4289;74;9;24;-33
COM13798;COM13798;RAYA AIRWAYS;PotCust;NULL;0,00;0,00;0,00;0;2022-01-01;0,00;2024-11-01;310.095,00;2024-12-30;Unknown.  Unfortenatnately sequence of event in handling the termination notice.  FPL Binding date was 04/30/2025;2024-12-03;HEH- please add reason!;Malaysia - MY - Asia;0.00;7;0.00;0.00;0.00;0.00;Raya Airways Sdn Bhd;MY;3;0,00;0,00;0,00;0,00;0,00;146625,42;290619,21;286959,22;0,00;0,00;NULL;NULL;NULL;NULL;NULL;98;-1;-100;NULL
COM13814;COM13814;Masterjet (Luxaviation Portugal - Part of Luxaviation Group);PotCust;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;2023-09-12;Never went live;Portugal - PT - Europe;0.00;0;0.00;0.00;0.00;0.00;Luxaviation Portugal;PT;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13827;COM13827;SHIRAK AVIA LLC;Customer;NULL;3,00;0,00;0,00;0;2021-02-09;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Armenia - AM - Asia;0.00;3;134,490.00;80,973.00;74,861.00;128,379.00;SHIRAK AVIA LLC;AM;0;0,00;0,00;0,00;0,00;27486,64;45535,63;84255,86;90409,35;128378,60;80972,67;NULL;NULL;NULL;NULL;66;85;7;42;-37
COM13846;COM13846;Southern Air Charter;PotCust;NULL;0,00;0,00;0,00;0;2021-04-29;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Bahamas - BS - Americas;0.00;0;0.00;0.00;0.00;0.00;Southern Air Charter;BS;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13846;COM13846;Southern Air Charter;PotCust;NULL;0,00;0,00;0,00;0;2021-04-29;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Bahamas - BS - Americas;0.00;0;0.00;0.00;0.00;0.00;Southern Air Charter;BS;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13857;COM13857;PLATOON AVIATION;Customer;3;12,00;0,00;0,00;0;2021-04-01;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Germany - DE - Europe;0.00;10;215,136.00;133,150.00;101,429.00;183,414.00;PLATOON AVIATION GmbH & Co KG;DE;0;0,00;0,00;0,00;0,00;34593,78;70495,54;97698,73;138800,19;183414,06;133150,33;NULL;NULL;NULL;NULL;104;39;42;32;-27
COM13871;COM13871;G-OPS;PotCust;NULL;0,00;0,00;0,00;0;2021-05-04;0,00;2024-03-01;69.324,00;2024-03-31;No further need for a flight planning tool.;2024-04-17;No further need for a flight planning tool.;France - FR - Europe;0.00;0;0.00;0.00;0.00;0.00;G-OPS;FR;3;0,00;0,00;0,00;0,00;0,00;59437,37;75333,06;19593,22;0,00;0,00;NULL;NULL;NULL;NULL;NULL;27;-74;-100;NULL
COM13911;COM13911;Air Falcon Pvt Ltd;PotCust;NULL;0,00;0,00;0,00;0;2021-10-29;0,00;NULL;0,00;NULL;NULL;2022-06-20;Blocked. Never live;Pakistan - PK - Asia;0.00;0;0.00;0.00;0.00;0.00;Air Falcon Pvt Ltd;PK;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13928;COM13928;Norse Atlantic Airways;Pending Closure;NULL;11,00;11,00;0,00;0;2022-06-01;8,00;2027-06-30;692.836,00;2024-05-31;They have outsourced dispatch due to lack off staff at arendal.  However, despite NORSE acknowled contract lenght they refuse to pay remaining contract. Refused settlemet offer. Lawsuit via KR ongoing;NULL;NULL;Norway - NO - Europe;1,409,339.00;11;538,670.00;324,320.00;315,930.00;530,280.00;Norse Atlantic Airways AS;NO;0;0,00;0,00;0,00;0,00;0,00;336446,84;676278,34;666767,86;577123,17;324319,59;NULL;NULL;NULL;NULL;NULL;101;-1;-13;-44
COM13931;COM13931;FLYTAG FLIGHT SUPPORT;Customer;3;0,00;0,00;0,00;0;2021-09-21;8,00;NULL;0,00;NULL;NULL;NULL;NULL;Pakistan - PK - Asia;4,857.00;0;55,514.00;33,465.00;32,545.00;54,595.00;FLYTAG FLIGHT SUPPORT SDN BHD;PK;0;0,00;0,00;0,00;0,00;5360,88;34761,35;33761,04;42975,22;54594,91;33464,56;NULL;NULL;NULL;NULL;548;-3;27;27;-39
COM13944;COM13944;GELIX AERO;Quarantine;NULL;0,00;0,00;0,00;0;NULL;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Russian Federation - RU - Europe;0.00;0;0.00;0.00;0.00;0.00;GELIX AERO;RU;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
COM13960;COM13960;NEXUS INDIA;Customer;NULL;0,00;0,00;0,00;0;2022-01-05;8,00;NULL;0,00;NULL;NULL;NULL;NULL;India - IN - Asia;24,055.00;0;206,849.00;119,327.00;120,342.00;207,863.00;NEXUS Flight Operations India Pvt. Ltd;IN;0;0,00;0,00;0,00;0,00;0,00;117328,55;135168,98;249595,46;207863,21;119327,06;NULL;NULL;NULL;NULL;NULL;15;85;-17;-43
COM13968;COM13968;Natireva (Air Moana);Customer;NULL;4,00;4,00;3,00;0;2022-02-20;8,00;NULL;0,00;NULL;NULL;NULL;NULL;French Polynesia - PF - Oceania;-11,790.00;3;194,179.00;119,842.00;81,828.00;156,165.00;SAS Natireva;PF;0;0,00;0,00;0,00;0,00;0,00;71518,59;126300,24;135443,74;156165,05;119841,77;NULL;NULL;NULL;NULL;NULL;77;7;15;-23
COM13973;COM13973;KNMI – EMADDC;NonCust;NULL;0,00;0,00;0,00;0;2021-12-12;0,00;NULL;0,00;NULL;NULL;NULL;NULL;Netherlands - NL - Europe;0.00;0;0.00;0.00;0.00;0.00;Ministerie van Infrastructuur en Waterstaat;NL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
